id,label
7132,0.000019
963,0.000005
6777,0.000004
6694,0.000019
9742,0.000006
344,0.908656
12448,0.842285
4074,0.000007
441,0.419756
5838,0.986453
6824,0.888929
7698,0.000002
3485,0.000113
6279,0.000007
12388,0.976700
6029,0.973593
6712,0.881550
3551,0.000001
1878,0.978943
4258,0.000008
773,0.901066
9156,0.000002
2441,0.993774
4248,0.989820
4927,0.000006
4204,0.000007
11569,0.842582
8334,0.528636
8478,0.968740
1277,0.000004
11912,0.000019
10087,0.872032
3316,0.994095
11851,0.512912
3619,0.000033
12003,0.000015
4224,0.000002
10744,0.000013
7567,0.000005
2172,0.945128
3275,0.000000
8497,0.000000
1266,0.000015
1523,0.000009
3255,0.840290
9643,0.000011
3341,0.999922
9387,0.000077
7064,0.000022
5164,0.672619
10536,0.984382
11011,0.936956
11513,0.774318
1152,0.998358
8689,0.977217
2014,0.000036
5832,0.000004
11312,0.922893
7966,0.943584
5922,0.000002
35,0.000003
3224,0.990664
9078,0.000008
5078,0.000005
12338,0.087751
6658,0.952926
6923,0.997745
8458,0.000008
9116,0.996596
7432,0.000119
7079,0.982906
5442,0.987425
9274,0.923899
10238,0.000003
7909,0.963146
284,0.000018
9474,0.000020
11109,0.000002
6452,0.933554
4386,0.998041
1301,0.999123
6624,0.976614
8835,0.996582
12087,0.996623
1708,0.001046
9883,0.863168
8791,0.000007
182,0.987448
4815,0.000005
1687,0.983294
835,0.992134
8017,0.972787
8191,0.995496
6118,0.992875
11926,0.936837
1769,0.731293
9830,0.754319
10722,0.338407
3561,0.000004
10258,0.993752
6844,0.977624
7747,0.000000
8165,0.000016
3699,0.000008
7705,0.988353
5621,0.938109
6284,0.000008
3632,0.000001
4526,0.977259
4133,0.000001
8056,0.993012
4076,0.000001
6087,0.986016
1574,0.000037
11020,0.974617
3992,0.000001
5147,0.976398
7100,0.206992
8528,0.000014
8300,0.996169
6870,0.889689
9966,0.907053
10282,0.999675
5342,0.974543
2542,0.992408
208,0.952892
7172,0.987542
11976,0.000008
9355,0.000001
1354,0.939376
7805,0.000004
3035,0.665543
12403,0.885158
11026,0.000002
10866,0.000004
9005,0.000004
3081,0.000004
308,0.893103
6594,0.994727
11104,0.453210
7870,0.000002
8143,0.000001
9515,0.000020
4781,0.000012
2362,0.000158
6533,0.000495
3717,0.000013
7627,0.000000
3051,0.995794
10449,0.000011
1271,0.000000
7923,0.951514
7537,0.994620
9614,0.979274
7331,0.000001
4458,0.992295
6139,0.000044
3360,0.000000
8193,0.997708
5431,0.000023
5535,0.998247
12354,0.259847
12240,0.000020
10606,0.000003
10419,0.989873
3286,0.000000
2093,0.967065
1775,0.387707
3916,0.918749
11197,0.999193
1189,0.998287
6221,0.000008
3029,0.897003
6717,0.996905
9039,0.927066
9498,0.990264
1086,0.000001
10293,0.794772
6565,0.000019
6620,0.000001
9943,0.782782
11831,0.416627
2194,0.000016
11889,0.994215
7007,0.584391
9680,0.976875
10201,0.000024
11820,0.959483
11519,0.980428
2402,0.321737
7933,0.000016
7308,0.000001
10862,0.986552
8125,0.000034
3714,0.000006
7786,0.000002
9040,0.967640
8862,0.000003
3725,0.936661
130,0.000031
4146,0.737274
7633,0.000001
2818,0.442903
9393,0.000019
171,0.000003
1800,0.000001
9440,0.389417
8575,0.000022
11834,0.996696
7655,0.000004
6376,0.956260
2141,0.986539
11863,0.891151
7803,0.000016
12378,0.000003
12141,0.000001
10344,0.966273
1770,0.972946
11690,0.465036
1474,0.000029
12000,0.202355
4814,0.772999
8437,0.991119
1242,0.997508
8935,0.983943
10316,0.000368
2725,0.000007
3301,0.962979
8945,0.000002
8229,0.000001
2445,0.000007
6140,0.000084
2249,0.000010
6665,0.000012
9504,0.000001
6212,0.996766
11633,0.000002
6394,0.000002
3059,0.000018
3326,0.616956
11467,0.925371
6618,0.989538
627,0.780499
7546,0.000003
7470,0.775382
6008,0.870510
2275,0.998420
9395,0.459539
5276,0.000000
8747,0.000001
3464,0.000013
1456,0.997842
7314,0.553461
2295,0.000058
196,0.988535
4788,0.422887
4021,0.897532
9595,0.000001
5943,0.012931
8823,0.857895
4072,0.998118
10058,0.006051
12434,0.997207
11718,0.000006
11797,0.876746
12455,0.000009
9135,0.996245
1609,0.913160
6165,0.000004
5451,0.000015
2663,0.488901
4515,0.954552
2900,0.854278
11454,0.934869
9409,0.000096
5879,0.000003
10981,0.000001
4151,0.805584
6285,0.000126
3627,0.990045
9861,0.000002
12035,0.000049
12158,0.000004
11034,0.951708
5731,0.831853
10340,0.995096
8412,0.000003
8742,0.000002
1324,0.055297
11296,0.000000
9044,0.971975
10797,0.000007
5835,0.934378
1033,0.000013
1612,0.000017
3887,0.997878
7982,0.000161
8850,0.988986
9366,0.000019
2336,0.730102
5271,0.997784
10297,0.810366
834,0.984700
1692,0.000019
2341,0.000000
1632,0.980995
4925,0.901203
6108,0.998662
8873,0.000001
3130,0.991162
1343,0.864824
5230,0.000428
4980,0.000028
10929,0.997506
11055,0.960019
10853,0.986920
337,0.992959
821,0.000022
7855,0.000001
12318,0.000016
5169,0.000015
6303,0.040257
4430,0.000008
8321,0.000001
7102,0.000016
1158,0.999715
7368,0.991056
9934,0.453619
1087,0.000007
9009,0.000015
2484,0.972299
8639,0.000003
9536,0.979076
3768,0.957032
7281,0.000011
5938,0.979922
8161,0.000009
5214,0.000008
2439,0.323153
10668,0.000001
3642,0.999453
5331,0.000007
3310,0.000001
12281,0.970324
4264,0.977970
9043,0.484672
10002,0.933691
862,0.859889
8627,0.000002
10203,0.993591
8350,0.990240
2729,0.000002
6704,0.382612
12385,0.000001
10398,0.952825
7553,0.000026
2352,0.982203
754,0.991130
11694,0.509680
6910,0.994158
34,0.000003
11594,0.000298
5349,0.000004
7688,0.754870
9492,0.000046
4477,0.000004
1372,0.991759
3266,0.000002
11518,0.923461
6741,0.000001
6729,0.000002
6042,0.961621
812,0.000032
7828,0.000044
4380,0.000033
9045,0.000006
5450,0.926122
5354,0.934648
10653,0.000176
7358,0.984341
3637,0.705565
4985,0.998221
6048,0.023906
2563,0.000025
2772,0.000005
9829,0.000063
7,0.992443
9583,0.000019
8694,0.998955
732,0.000009
4160,0.000067
5686,0.821392
853,0.000003
3325,0.000102
10824,0.999326
11009,0.968562
7121,0.032861
12459,0.996260
5210,0.000003
10281,0.000008
8309,0.899593
11000,0.910100
1835,0.546070
3742,0.000010
477,0.000000
3790,0.889537
9277,0.000006
499,0.989354
12477,0.000000
12051,0.000001
9032,0.994753
3106,0.000001
10680,0.694074
11219,0.000013
10957,0.324850
4050,0.000011
10152,0.971065
11257,0.632153
785,0.000002
8546,0.889777
6352,0.977136
943,0.878341
3708,0.000002
4926,0.001389
451,0.946950
2142,0.000025
8646,0.999726
2300,0.000011
3719,0.000009
7996,0.851672
7414,0.952248
6060,0.000008
659,0.997269
4403,0.953890
11300,0.985098
7491,0.726335
12218,0.998327
1894,0.999123
8464,0.000110
6054,0.000001
12127,0.000000
4563,0.000010
10980,0.977097
5326,0.573366
7619,0.000018
11589,0.000034
11096,0.000001
4226,0.245314
3973,0.898554
9987,0.992613
8463,0.000248
1451,0.998797
11447,0.000007
7684,0.817753
11612,0.997504
904,0.000007
8160,0.970726
12231,0.863187
1367,0.000027
4310,0.000024
1806,0.710395
5762,0.521801
6171,0.000000
3678,0.000011
9546,0.997399
3554,0.998150
8887,0.000010
375,0.980088
2738,0.000005
11303,0.996414
7067,0.998400
2115,0.894060
6267,0.000005
7971,0.000010
10518,0.866075
9334,0.000008
710,0.988718
7652,0.997985
9473,0.094567
3195,0.825328
6798,0.000178
7650,0.000003
12368,0.000002
7127,0.000002
4933,0.000338
6895,0.996388
1247,0.967892
11142,0.465318
1820,0.000000
3541,0.000004
9147,0.000011
8074,0.421497
8012,0.000063
10397,0.000001
896,0.890585
3079,0.931033
7439,0.859199
1224,0.000016
3291,0.000006
6237,0.990828
10494,0.753978
6475,0.573009
663,0.969402
8554,0.580912
2461,0.000036
7764,0.992425
90,0.000009
3647,0.643179
10867,0.000020
10093,0.881047
4152,0.000005
215,0.867633
1624,0.000222
10001,0.742412
10539,0.000006
11764,0.000003
4507,0.000002
7934,0.000002
3446,0.000000
11437,0.979393
3071,0.000008
9196,0.891869
3452,0.894639
9844,0.000003
11847,0.000047
7147,0.000011
304,0.922101
7145,0.600432
7269,0.751047
8843,0.980458
6469,0.959605
6314,0.987423
3995,0.000003
11957,0.000004
6612,0.000026
1292,0.000003
3061,0.000001
9572,0.875133
9267,0.000000
12416,0.958312
4017,0.998439
4831,0.274209
10607,0.000001
5002,0.000001
9268,0.000026
8706,0.954751
1976,0.006851
11373,0.000046
6174,0.000042
2636,0.000002
5148,0.939342
1809,0.997277
2701,0.000216
10858,0.994105
10533,0.997591
4758,0.000013
8871,0.998164
4319,0.982422
11434,0.887879
4407,0.960283
7180,0.729469
10134,0.000191
5235,0.263979
5929,0.892102
6551,0.980132
11358,0.911358
7601,0.650581
695,0.000045
10679,0.862471
8259,0.720774
492,0.521954
1215,0.000000
9183,0.000002
1236,0.505940
9080,0.000001
2095,0.000009
11548,0.000035
5854,0.000001
3380,0.000001
252,0.944650
9502,0.000001
9179,0.987837
6193,0.837778
11833,0.943053
11944,0.000037
12192,0.000001
5268,0.998907
8628,0.444158
4907,0.969074
7695,0.000004
947,0.962824
390,0.000004
5392,0.000007
9662,0.920609
250,0.966991
12261,0.997387
6485,0.000001
10734,0.000047
1422,0.000096
8746,0.950003
3864,0.999584
12480,0.000001
4522,0.972805
11008,0.000003
3620,0.995612
6990,0.965398
3258,0.977745
2813,0.000001
11489,0.000002
9330,0.978741
8661,0.995617
10617,0.000010
51,0.000002
10188,0.975957
9234,0.979336
3815,0.958839
11587,0.998474
10291,0.000008
2848,0.950026
1450,0.000005
2060,0.882025
9146,0.997333
3420,0.971113
4416,0.000009
688,0.197121
12257,0.970744
1020,0.000008
511,0.905277
10186,0.000002
9618,0.940432
6462,0.947845
10455,0.993262
11362,0.982922
6702,0.945817
78,0.907468
449,0.636467
3214,0.000003
9203,0.999818
11304,0.528312
2829,0.933217
10255,0.957532
7717,0.988967
3491,0.000004
5376,0.000075
6446,0.000007
3643,0.000069
3070,0.717825
3355,0.000030
2353,0.000017
12411,0.000002
4184,0.000009
12312,0.000005
1969,0.188824
6441,0.000012
5615,0.997083
5980,0.929540
8149,0.989799
10905,0.000002
338,0.992754
1389,0.938207
2566,0.050517
10395,0.000003
12173,0.001033
4330,0.000001
5173,0.000001
9410,0.000006
7740,0.974707
10027,0.000015
789,0.000034
8897,0.000005
2785,0.000049
9340,0.000971
3365,0.942557
260,0.000002
4553,0.772924
1682,0.930600
2007,0.000003
8352,0.981536
1317,0.397933
10541,0.000002
2676,0.993790
4028,0.925939
8457,0.000019
5388,0.957959
1833,0.000002
2429,0.000015
756,0.000032
3031,0.973011
11795,0.996668
5265,0.000003
9291,0.000070
2543,0.980002
3107,0.998658
7795,0.985691
12164,0.000078
12117,0.316971
5245,0.992561
8195,0.000002
12142,0.000003
7032,0.000001
8857,0.000020
8167,0.842563
9928,0.030944
7350,0.000019
8019,0.937947
3131,0.811201
12236,0.000041
1379,0.990741
6649,0.932540
2895,0.000004
5278,0.989604
10101,0.000032
4401,0.994246
9717,0.000000
4077,0.998131
8436,0.998978
3179,0.000102
9981,0.992318
3080,0.000007
11651,0.000004
6337,0.000149
10578,0.000002
11460,0.940816
1318,0.562130
6946,0.000005
2106,0.002867
3718,0.000017
2313,0.000027
4121,0.996286
10930,0.921466
12024,0.895365
170,0.999620
9299,0.000251
1544,0.000029
3974,0.864648
6098,0.998522
12101,0.703794
9831,0.000020
8597,0.000001
2560,0.000244
4535,0.000001
12264,0.990983
11117,0.997353
9185,0.000057
9779,0.000017
9582,0.981701
8765,0.000174
4949,0.000003
7918,0.000001
8834,0.970095
9773,0.000003
8752,0.000007
3126,0.881097
3638,0.938837
6130,0.972187
319,0.856081
2,0.909366
5529,0.000001
571,0.969917
234,0.000037
1221,0.995586
12358,0.999874
11161,0.958359
1652,0.000016
5658,0.987622
10493,0.998231
10720,0.890135
11370,0.000012
249,0.000004
12322,0.958185
11442,0.578212
8276,0.944099
9214,0.975513
1564,0.000041
11899,0.983438
9979,0.883108
2820,0.000318
1938,0.868743
6070,0.000019
5435,0.905981
8075,0.987489
8471,0.850481
11814,0.971285
3201,0.997874
4850,0.004026
9534,0.962614
9222,0.892486
1043,0.996553
2878,0.000009
6787,0.945682
11703,0.000014
3063,0.000031
6490,0.000004
7329,0.875644
2713,0.876813
4717,0.752772
11348,0.851518
6817,0.000003
12355,0.000002
10338,0.820672
3509,0.000031
8117,0.996841
1524,0.000031
804,0.000004
1936,0.000008
11758,0.868283
5007,0.494713
463,0.000031
12496,0.000016
1249,0.985346
5715,0.827897
4451,0.891750
10342,0.998859
11244,0.948386
11273,0.000000
6161,0.000004
4460,0.000003
476,0.000006
1761,0.964991
9079,0.944589
2458,0.724150
12230,0.000003
1506,0.870692
11817,0.000005
6513,0.936532
12066,0.000001
269,0.954241
5460,0.853079
11535,0.000014
9601,0.867854
8006,0.000000
6760,0.994291
10064,0.000005
3169,0.875172
9544,0.000226
7144,0.950341
3348,0.000128
2475,0.994650
12012,0.979398
2427,0.986465
1178,0.000018
12244,0.076223
5859,0.000003
8727,0.000000
1032,0.997132
9266,0.993603
2071,0.987955
5044,0.000016
6800,0.960532
1680,0.992786
4364,0.559066
5730,0.000013
4333,0.000736
10870,0.000016
1327,0.993980
8312,0.977396
4461,0.999445
1909,0.995511
7404,0.000249
9700,0.978633
12386,0.000009
1117,0.572202
8283,0.341599
5329,0.000057
11134,0.000001
1239,0.000000
8456,0.985691
27,0.000009
12055,0.984104
11714,0.989751
6561,0.989658
11968,0.875629
5396,0.994856
472,0.991538
3187,0.000002
7607,0.970027
3553,0.791175
7882,0.981367
8831,0.929419
9251,0.998853
9526,0.000060
5847,0.500028
11059,0.993335
10763,0.959158
10643,0.654661
5697,0.000043
1516,0.000007
5086,0.961150
11418,0.000001
3607,0.339749
5256,0.000003
9064,0.103362
3707,0.884052
422,0.000026
10351,0.001697
707,0.000001
5902,0.818510
1929,0.908301
5369,0.000034
956,0.000000
1405,0.989562
3337,0.891846
1591,0.923790
4469,0.991986
1134,0.000065
9802,0.000043
10956,0.305312
8839,0.000002
10508,0.000013
1058,0.015777
9160,0.987962
10072,0.983164
10804,0.000005
7581,0.000006
9501,0.992580
3353,0.970090
4991,0.958060
588,0.000043
4016,0.772297
2478,0.926905
3840,0.885442
2935,0.885981
12132,0.875887
2176,0.000001
2639,0.703004
2526,0.000001
5707,0.678380
10950,0.966627
3817,0.000154
3778,0.000014
12311,0.000005
10576,0.000026
5222,0.000001
4382,0.000017
607,0.000231
762,0.000000
11335,0.962755
1312,0.000012
1887,0.993937
12427,0.999224
12452,0.000015
7979,0.992342
3484,0.000001
4136,0.998308
6903,0.000001
8614,0.000002
1750,0.985928
1303,0.000121
823,0.993924
10532,0.000060
10264,0.999665
9161,0.000036
2153,0.000015
2217,0.000002
10360,0.999016
5043,0.016294
2049,0.000001
9286,0.975314
9759,0.584883
5251,0.000007
8772,0.989427
3251,0.899516
2865,0.000003
5395,0.514818
1619,0.998632
12197,0.000081
3591,0.000004
1384,0.000010
7798,0.000008
1981,0.371615
7096,0.908781
5400,0.000002
11334,0.000002
11168,0.000003
1999,0.000012
7016,0.000001
8972,0.000001
12220,0.000002
4863,0.598302
4799,0.993497
5908,0.984883
6975,0.988424
5967,0.001521
2366,0.998035
875,0.351564
8124,0.000003
10222,0.984960
5311,0.000002
2455,0.995466
1921,0.000005
5168,0.000008
11804,0.996573
5703,0.000014
7381,0.000010
1603,0.000013
2297,0.954688
7552,0.981247
4039,0.000042
7341,0.994573
5397,0.998645
6387,0.111875
10068,0.905938
1116,0.000001
5520,0.000025
5350,0.973984
4301,0.708903
3399,0.000006
12130,0.993290
11357,0.000003
11570,0.668084
3795,0.975494
7231,0.000025
2574,0.000021
11430,0.000007
1057,0.379513
6407,0.962786
10301,0.000006
7407,0.000030
1889,0.000007
5716,0.991641
5797,0.981531
6707,0.000037
10017,0.000246
2434,0.579329
6820,0.994745
257,0.986179
3227,0.958884
1139,0.000022
10898,0.857800
11784,0.000020
9168,0.980193
7871,0.000001
8115,0.970673
6893,0.983501
3950,0.994246
8655,0.000002
11503,0.000006
11796,0.000039
1948,0.000559
2603,0.000008
5563,0.000029
421,0.001571
3171,0.994138
6929,0.958115
11987,0.000004
335,0.998858
8670,0.915947
3759,0.029678
1297,0.000000
10457,0.000006
12493,0.000011
3549,0.996456
3968,0.000033
6587,0.985748
187,0.000001
7636,0.980353
8930,0.000001
2929,0.683721
4099,0.000100
9916,0.839843
460,0.000002
8385,0.000001
6742,0.000003
10462,0.384321
10656,0.981593
1550,0.000051
8366,0.910972
7735,0.940772
4657,0.000025
3684,0.952787
8912,0.973837
2213,0.948554
5828,0.000035
2845,0.995024
3781,0.000000
9698,0.000051
11252,0.996744
3200,0.000005
3013,0.850681
960,0.999616
5720,0.999263
2846,0.000004
1783,0.767643
8965,0.271318
3500,0.000003
7219,0.219451
4572,0.000041
11363,0.000002
7620,0.985383
11613,0.000011
5611,0.759290
11276,0.774193
3702,0.000155
6347,0.001404
5842,0.000081
5427,0.841762
5502,0.000047
10644,0.614113
8969,0.000003
7401,0.998166
2358,0.000218
10030,0.000002
1724,0.999060
5831,0.000002
2167,0.000011
10636,0.000003
5718,0.000013
11779,0.919263
1705,0.056905
10402,0.000008
4395,0.000010
1253,0.000005
3175,0.940806
4962,0.000045
11527,0.991781
814,0.000021
10838,0.966404
708,0.944597
6576,0.989485
7722,0.940964
10861,0.979144
4221,0.000000
703,0.000000
9941,0.000028
2741,0.730312
3926,0.991225
10239,0.992975
3964,0.000001
4605,0.000001
5749,0.000230
9243,0.000002
5576,0.987746
6185,0.000001
10984,0.000027
2684,0.996401
2348,0.866972
5364,0.000005
8618,0.994324
10694,0.953439
866,0.695166
6543,0.000000
4808,0.000044
6102,0.795738
11969,0.990108
9908,0.000069
10873,0.990569
485,0.000004
7212,0.000017
11372,0.000012
7541,0.673424
11274,0.979670
2137,0.997850
3737,0.000002
2957,0.000019
1942,0.988279
5297,0.000001
11607,0.000032
484,0.661267
10943,0.000011
1950,0.966192
7082,0.908624
4321,0.000002
8090,0.978191
4177,0.000078
5423,0.000150
10537,0.000015
4804,0.000000
8365,0.000005
2077,0.534662
3468,0.000001
5709,0.768802
1334,0.998101
11887,0.000004
9331,0.000007
10187,0.000004
3576,0.000025
2698,0.000022
7961,0.000103
9014,0.000013
4149,0.000002
9896,0.977950
7509,0.000000
9944,0.726411
2239,0.000075
7529,0.000643
599,0.993400
6455,0.357528
11665,0.967558
12284,0.000035
5482,0.910861
7438,0.000003
5705,0.994158
5283,0.964222
10284,0.000013
1299,0.000003
6247,0.000044
4173,0.911783
11425,0.997375
6818,0.997327
954,0.000003
404,0.000009
12073,0.938149
9964,0.976566
4240,0.000003
4944,0.000001
9419,0.000000
510,0.999078
752,0.000015
5290,0.962916
6599,0.000045
1625,0.000005
12186,0.000009
9175,0.988564
1425,0.999217
3662,0.951075
11756,0.910917
2232,0.990871
6010,0.000000
12212,0.000093
4252,0.000017
8889,0.000001
1344,0.889540
11670,0.000039
3474,0.907998
3455,0.997997
1620,0.000336
9710,0.962762
6248,0.000008
11580,0.942349
9320,0.986068
2868,0.997123
3727,0.997945
2187,0.808796
3226,0.000002
3048,0.000000
7044,0.000012
8982,0.000001
3726,0.908606
2673,0.309795
9660,0.000003
9988,0.993943
4970,0.000002
9588,0.988189
5765,0.000024
11505,0.000005
9015,0.974979
11228,0.000001
4934,0.838729
6541,0.000005
2375,0.847899
2088,0.586344
8335,0.758146
9276,0.995717
6425,0.000023
2999,0.984690
9084,0.971016
5919,0.000004
11077,0.000003
3946,0.000013
7897,0.878174
5932,0.000004
2420,0.000022
8845,0.986257
3016,0.000009
6515,0.000013
8813,0.972913
1102,0.000028
11242,0.000018
1387,0.000001
5933,0.994665
11404,0.000002
5211,0.000007
5333,0.000002
1560,0.000002
7709,0.998296
10761,0.982377
3525,0.949227
929,0.000000
3760,0.000063
5600,0.000001
6766,0.981310
6834,0.000002
7513,0.978385
317,0.996037
11630,0.967721
3402,0.000002
1402,0.996278
8353,0.000003
1337,0.000001
64,0.825806
4171,0.996099
8855,0.000075
10765,0.000037
9795,0.000001
10077,0.000001
1884,0.000028
6846,0.995937
5424,0.000004
11501,0.928992
5365,0.986576
2397,0.000004
9174,0.000004
9314,0.988112
8414,0.933569
8902,0.000042
2102,0.002230
11540,0.000000
2279,0.999669
2781,0.000002
8550,0.000011
11672,0.997183
1934,0.976637
11195,0.732908
1645,0.000012
4776,0.000003
4120,0.000002
7965,0.000027
957,0.000017
9910,0.000002
2862,0.000009
2045,0.873133
7813,0.000003
6935,0.986550
9531,0.000001
702,0.998770
4432,0.732435
1285,0.978527
2369,0.998079
9177,0.066190
8860,0.995819
2462,0.940705
12108,0.999739
214,0.752621
11726,0.000034
3545,0.234129
4649,0.999671
677,0.000011
22,0.000003
10580,0.000002
7999,0.000000
2879,0.000019
6996,0.526005
1269,0.000007
1383,0.884786
5483,0.000004
9821,0.962208
1078,0.000003
1617,0.991569
11307,0.983205
2470,0.000008
1476,0.994740
4611,0.993999
8302,0.990362
2758,0.969746
6138,0.000003
1424,0.000001
1910,0.000004
11471,0.000001
10982,0.000003
12059,0.000032
10475,0.000001
10801,0.994761
9441,0.996802
6958,0.000004
11816,0.843498
1876,0.000024
8403,0.227935
8166,0.000003
8840,0.464800
6716,0.816862
2199,0.000069
4004,0.000005
479,0.976177
8941,0.000009
7956,0.000009
8237,0.000002
10148,0.000004
9585,0.775312
10268,0.999096
1172,0.976239
2971,0.000034
12492,0.969211
5851,0.920048
4373,0.779201
4183,0.964735
2159,0.000000
9261,0.000002
10372,0.981224
11988,0.960139
8959,0.000000
298,0.000006
1489,0.000286
3745,0.000000
10180,0.000005
10089,0.000002
8243,0.000018
6375,0.000001
3560,0.000009
1092,0.002125
180,0.465701
11837,0.986249
4532,0.000196
4704,0.000033
5899,0.000009
9151,0.484068
4237,0.876706
10103,0.000017
10616,0.000007
12150,0.996013
998,0.294427
12015,0.000099
7028,0.000350
12213,0.974370
7284,0.989515
9835,0.000008
8914,0.776948
11494,0.000001
8096,0.959846
4302,0.000022
7048,0.981720
4675,0.952206
2306,0.009221
2519,0.996298
8511,0.000098
5323,0.975698
12144,0.912929
12091,0.937256
7889,0.022921
10161,0.995689
10627,0.000053
5802,0.000001
12495,0.000003
3144,0.953809
525,0.993571
6527,0.988649
7434,0.954672
4191,0.000010
4794,0.000001
11196,0.995212
7174,0.000013
8223,0.569194
6134,0.657047
3816,0.959526
9573,0.000013
2916,0.994617
12430,0.056557
12133,0.858234
11500,0.844893
5657,0.000002
9762,0.958695
1568,0.000020
6536,0.905428
8832,0.000001
3193,0.837624
5021,0.903014
8591,0.946236
3593,0.960774
12359,0.998478
5215,0.956491
345,0.000129
11250,0.642494
4231,0.988707
4709,0.009290
11927,0.000001
5687,0.000000
12064,0.000004
2687,0.963212
7738,0.000010
7911,0.000000
4005,0.000016
1464,0.999866
10997,0.971539
1452,0.000013
1110,0.000001
1445,0.811044
914,0.003697
9233,0.585609
5957,0.000007
5107,0.962707
11284,0.000052
1719,0.988005
1546,0.000001
7506,0.000008
3502,0.999720
6028,0.962211
4055,0.972437
9054,0.000014
12295,0.918005
9693,0.473379
5528,0.000006
6537,0.511116
3267,0.996578
10971,0.546783
5280,0.905406
1651,0.000031
6795,0.918856
10768,0.000145
11333,0.861335
5042,0.000007
5644,0.993020
8318,0.000010
10029,0.695992
7884,0.988805
4703,0.995261
12494,0.000004
7371,0.982459
504,0.884712
5748,0.000011
4881,0.971154
7583,0.000002
9738,0.995756
10355,0.000002
6955,0.000027
857,0.988394
780,0.000004
6291,0.829934
9361,0.987453
523,0.000085
6938,0.999713
4630,0.955711
1615,0.834972
2839,0.937444
1916,0.980476
6207,0.978775
2876,0.000008
8559,0.991837
7017,0.000003
1540,0.000002
